Unemployment	B	Unemployment	http://en.wikipedia.org/wiki/Unemployment	
newspaper	B	newspaper	http://en.wikipedia.org/wiki/Newspaper	
Daily	B	Daily_Telegraph	http://en.wikipedia.org/wiki/The_Daily_Telegraph	http://dbpedia.org/resource/The_Daily_Telegraph
Telegraph	I	Daily_Telegraph	http://en.wikipedia.org/wiki/The_Daily_Telegraph	http://dbpedia.org/resource/The_Daily_Telegraph
reported				
after				
consulting				
propaganda	B	propaganda	http://en.wikipedia.org/wiki/Propaganda	
documents	B	documents	http://en.wikipedia.org/wiki/Document	
found				
by				
anti				
-				
extremist	B	extremist	http://en.wikipedia.org/wiki/Extremism	
Quilliam	B	Quilliam	http://en.wikipedia.org/wiki/Quilliam_(think_tank)	http://dbpedia.org/resource/Quilliam_(think_tank)
.				
				
The				
newspaper	B	newspaper	http://en.wikipedia.org/wiki/Newspaper	
says				
that				
the				
documents	B	documents	http://en.wikipedia.org/wiki/Document	
lay				
out				
ISIS	B	ISIS	http://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant	http://dbpedia.org/resource/CDS_ISIS
’				
s				
plans	B	plans	http://en.wikipedia.org/wiki/Plan	
to				
“				
flood				
African	B	African	http://en.wikipedia.org/wiki/Africa	http://dbpedia.org/resource/The_African_(essay)
country	B	country	http://en.wikipedia.org/wiki/Country	
with				
combatants	B	combatants	http://en.wikipedia.org/wiki/Unlawful_combatant	
from				
Syria	B	Syria	http://en.wikipedia.org/wiki/Syria	http://dbpedia.org/resource/Syria
and				
Iraq	B	Iraq	http://en.wikipedia.org/wiki/Iraq	http://dbpedia.org/resource/Iraq
,				
who				
will				
then				
sail				
across				
the				
Mediterranean	B	Mediterranean	http://en.wikipedia.org/wiki/Mediterranean_Sea	http://dbpedia.org/resource/Mediterranean_Sea
posing				
as				
migrants	B	migrants	http://en.wikipedia.org/wiki/Human_migration	
”				
.				
				
The				
jihadist	B	jihadist	http://en.wikipedia.org/wiki/Jihadism	
wishes				
to				
take				
advantage				
of				
the				
disorder	B	disorder	http://en.wikipedia.org/wiki/Civil_disorder	
that				
reigns				
in				
the				
country	B	country	http://en.wikipedia.org/wiki/Country	
following				
the				
toppling				
of				
Muammar	B	Muammar_Gaddafi	http://en.wikipedia.org/wiki/Muammar_Gaddafi	http://dbpedia.org/resource/Muammar_Gaddafi
Gaddafi	I	Muammar_Gaddafi	http://en.wikipedia.org/wiki/Muammar_Gaddafi	http://dbpedia.org/resource/Muammar_Gaddafi
in				
2011	B	2011	http://en.wikipedia.org/wiki/2011	
,				
writes				
Daily	B	Daily_Telegraph	http://en.wikipedia.org/wiki/The_Daily_Telegraph	http://dbpedia.org/resource/The_Daily_Telegraph
Telegraph	I	Daily_Telegraph	http://en.wikipedia.org/wiki/The_Daily_Telegraph	http://dbpedia.org/resource/The_Daily_Telegraph
,				
recalling				
it				
has				
shown				
its				
presence				
in				
the				
country	B	country	http://en.wikipedia.org/wiki/Country	
by				
posting				
a				
video	B	video	http://en.wikipedia.org/wiki/Video	
of				
a				
mass				
beheading	B	beheading	http://en.wikipedia.org/wiki/Decapitation	
of				
21				
Egyptian	B	Egyptian	http://en.wikipedia.org/wiki/Egypt	http://aksw.org/notInWiki/EgyptianChristians
Christians	B	Christians	http://en.wikipedia.org/wiki/Christian	http://aksw.org/notInWiki/EgyptianChristians
on				
15	B	15_February	http://en.wikipedia.org/wiki/February_15	
February	I	15_February	http://en.wikipedia.org/wiki/February_15	
.				
				
Message	B	Message	http://en.wikipedia.org/wiki/Message	
to				
Kiev	B	Kiev	http://en.wikipedia.org/wiki/Kiev	http://dbpedia.org/resource/Kiev
.				
				
French	B	French	http://en.wikipedia.org/wiki/France	http://dbpedia.org/resource/French_wine
,				
German	B	German	http://en.wikipedia.org/wiki/Germany	http://dbpedia.org/resource/Germany
,				
Russian	B	Russian	http://en.wikipedia.org/wiki/Russia	http://dbpedia.org/resource/Russia
and				
Ukrainian	B	Ukrainian	http://en.wikipedia.org/wiki/Ukrainians	http://dbpedia.org/resource/Ukrainian_alphabet
leaders	B	leaders	http://en.wikipedia.org/wiki/Leadership	
are				
to				
hold				
"				
last				
chance				
"				
peace	B	peace	http://en.wikipedia.org/wiki/Peace	
talks				
on				
Ukraine	B	Ukraine	http://en.wikipedia.org/wiki/Ukraine	http://dbpedia.org/resource/Ukraine
in				
the				
Belarus	B	Belarus	http://en.wikipedia.org/wiki/Belarus	http://dbpedia.org/resource/Belarus
capital	B	capital	http://en.wikipedia.org/wiki/Capital_city	
of				
Minsk	B	Minsk	http://en.wikipedia.org/wiki/Minsk	http://dbpedia.org/resource/Minsk
on				
11	B	11_February	http://en.wikipedia.org/wiki/February_11	
February	I	11_February	http://en.wikipedia.org/wiki/February_11	
.				
				
The				
summit	B	summit	http://en.wikipedia.org/wiki/Summit_(meeting)	
comes				
in				
the				
wake				
of				
a				
series				
of				
meetings	B	meetings	http://en.wikipedia.org/wiki/Meeting	
by				
Angela	B	Angela_Merkel	http://en.wikipedia.org/wiki/Angela_Merkel	http://dbpedia.org/resource/Angela_Merkel
Merkel	I	Angela_Merkel	http://en.wikipedia.org/wiki/Angela_Merkel	http://dbpedia.org/resource/Angela_Merkel
and				
François	B	François_Hollande	http://en.wikipedia.org/wiki/Fran%C3%A7ois_Hollande	http://dbpedia.org/resource/François_Hollande
Hollande	I	François_Hollande	http://en.wikipedia.org/wiki/Fran%C3%A7ois_Hollande	http://dbpedia.org/resource/François_Hollande
,				
who				
were				
in				
Kiev	B	Kiev	http://en.wikipedia.org/wiki/Kiev	http://dbpedia.org/resource/Kiev
on				
6	B	6_February	http://en.wikipedia.org/wiki/February_6	
February	I	6_February	http://en.wikipedia.org/wiki/February_6	
and				
in				
Moscow	B	Moscow	http://en.wikipedia.org/wiki/Moscow	http://dbpedia.org/resource/Moscow
the				
day	B	day	http://en.wikipedia.org/wiki/Day	
after				
.				
				
Merkel	B	Merkel	http://en.wikipedia.org/wiki/Angela_Merkel	http://dbpedia.org/resource/Angela_Merkel
flew				
to				
Washington	B	Washington	http://en.wikipedia.org/wiki/Washington,_D.C.	http://dbpedia.org/resource/Washington_wine
on				
Monday	B	Monday	http://en.wikipedia.org/wiki/Monday	
to				
coordinate				
the				
EU	B	EU	http://en.wikipedia.org/wiki/European_Union	http://dbpedia.org/resource/.eu
initiative				
with				
its				
American	B	American	http://en.wikipedia.org/wiki/United_States	http://dbpedia.org/resource/American_McGee
partner	B	partner	http://en.wikipedia.org/wiki/Partnership	
.				
				
The				
US	B	US	http://en.wikipedia.org/wiki/United_States	http://aksw.org/notInWiki/US
and				
the				
EU	B	EU	http://en.wikipedia.org/wiki/European_Union	http://dbpedia.org/resource/.eu
do				
not				
agree				
however				
on				
considering				
wether				
to				
supply				
military	B	military	http://en.wikipedia.org/wiki/Military	
aid	B	aid	http://en.wikipedia.org/wiki/Aid	
to				
Kiev	B	Kiev	http://en.wikipedia.org/wiki/Kiev	http://dbpedia.org/resource/Kiev
.				
				
‘				
Tsipras	B	Tsipras	http://en.wikipedia.org/wiki/Alexis_Tsipras	http://dbpedia.org/resource/Alexis_Tsipras
exposes				
President	B	President_of_the_European_Council	http://en.wikipedia.org/wiki/President_of_the_European_Council	
of	I	President_of_the_European_Council	http://en.wikipedia.org/wiki/President_of_the_European_Council	
the	I	President_of_the_European_Council	http://en.wikipedia.org/wiki/President_of_the_European_Council	
European	I	President_of_the_European_Council	http://en.wikipedia.org/wiki/President_of_the_European_Council	http://aksw.org/notInWiki/EuropeanCouncilTusk
Council	I	President_of_the_European_Council	http://en.wikipedia.org/wiki/President_of_the_European_Council	http://aksw.org/notInWiki/EuropeanCouncilTusk
Tusk	B	Tusk	http://en.wikipedia.org/wiki/Donald_Tusk	http://aksw.org/notInWiki/EuropeanCouncilTusk
’				
.				
				
“				
Greece	B	Greece	http://en.wikipedia.org/wiki/Greece	http://dbpedia.org/resource/Greece
under				
the				
Prime	B	Prime_Minister	http://en.wikipedia.org/wiki/Prime_minister	
Minister	I	Prime_Minister	http://en.wikipedia.org/wiki/Prime_minister	
Alexis	B	Alexis_Tsipras	http://en.wikipedia.org/wiki/Alexis_Tsipras	http://dbpedia.org/resource/Alexis_Tsipras
Tsipras	I	Alexis_Tsipras	http://en.wikipedia.org/wiki/Alexis_Tsipras	http://dbpedia.org/resource/Alexis_Tsipras
could				
become				
a				
thorn	B	thorn	http://en.wikipedia.org/wiki/Thorns,_spines,_and_prickles	
in				
side				
of				
of				
the				
European	B	European_Union	http://en.wikipedia.org/wiki/European_Union	http://dbpedia.org/resource/European_Union
Union	I	European_Union	http://en.wikipedia.org/wiki/European_Union	http://dbpedia.org/resource/European_Union
on				
both				
an				
economic	B	economic	http://en.wikipedia.org/wiki/Economy	
and				
political	B	political	http://en.wikipedia.org/wiki/Politics	
level				
”				
,				
writes				
De	B	De_Standaard	http://en.wikipedia.org/wiki/De_Standaard	http://dbpedia.org/resource/De_Standaard
Standaard	I	De_Standaard	http://en.wikipedia.org/wiki/De_Standaard	http://dbpedia.org/resource/De_Standaard
.				
				
Earlier				
on				
Tuesday	B	Tuesday	http://en.wikipedia.org/wiki/Tuesday	
,				
Tusk	B	Tusk	http://en.wikipedia.org/wiki/Donald_Tusk	http://aksw.org/notInWiki/Tusk
had				
asked				
EU	B	EU	http://en.wikipedia.org/wiki/European_Union	http://dbpedia.org/resource/European_Union
foreign	B	foreign_affairs_ministers	http://en.wikipedia.org/wiki/Foreign_Affairs_Council	
affairs	I	foreign_affairs_ministers	http://en.wikipedia.org/wiki/Foreign_Affairs_Council	
ministers	I	foreign_affairs_ministers	http://en.wikipedia.org/wiki/Foreign_Affairs_Council	
to				
propose				
new				
sanctions	B	sanctions	http://en.wikipedia.org/wiki/International_sanctions	
against				
Russia	B	Russia	http://en.wikipedia.org/wiki/Russia	http://dbpedia.org/resource/Russia
at				
Thursday	B	Thursday	http://en.wikipedia.org/wiki/Thursday	
'				
s				
meeting	B	meeting	http://en.wikipedia.org/wiki/Meeting	
.				
				
The				
Greek	B	Greek_government	http://en.wikipedia.org/wiki/Government_of_Greece	http://dbpedia.org/resource/Fraternities_and_sororities
government	I	Greek_government	http://en.wikipedia.org/wiki/Government_of_Greece	
said				
Tusk	B	Tusk	http://en.wikipedia.org/wiki/Donald_Tusk	http://aksw.org/notInWiki/Tusk
should				
have				
contacted				
Athens	B	Athens	http://en.wikipedia.org/wiki/Athens	http://dbpedia.org/resource/Athens
before				
sending				
out				
the				
declaration	B	declaration	http://en.wikipedia.org/wiki/Declaration_(law)	
.				
				
According				
to				
the				
Brussels	B	Brussels	http://en.wikipedia.org/wiki/Brussels	http://dbpedia.org/resource/Brussels
newspaper	B	newspaper	http://en.wikipedia.org/wiki/Newspaper	
,				
Tsipras	B	Tsipras	http://en.wikipedia.org/wiki/Alexis_Tsipras	http://dbpedia.org/resource/Alexis_Tsipras
is				
“				
a				
likely				
ally	B	ally	http://en.wikipedia.org/wiki/Alliance	
of				
Putin	B	Putin	http://en.wikipedia.org/wiki/Vladimir_Putin	http://dbpedia.org/resource/Vladimir_Putin
”				
:				
the				
first				
person	B	person	http://en.wikipedia.org/wiki/Person	
he				
met				
after				
his				
appointment				
as				
Prime	B	Prime_Minister	http://en.wikipedia.org/wiki/Prime_Minister	
Minister	I	Prime_Minister	http://en.wikipedia.org/wiki/Prime_Minister	
on				
Monday	B	Monday	http://en.wikipedia.org/wiki/Monday	
was				
the				
Russian	B	Russian	http://en.wikipedia.org/wiki/Russia	http://dbpedia.org/resource/Russia
ambassador	B	ambassador	http://en.wikipedia.org/wiki/Ambassador	
in				
Greece	B	Greece	http://en.wikipedia.org/wiki/Greece	http://dbpedia.org/resource/Greece
.				
				
‘				
Europeans	B	Europeans	http://en.wikipedia.org/wiki/Europe	http://dbpedia.org/resource/Ethnic_groups_in_Europe
reach				
historical				
agreement	B	agreement	http://en.wikipedia.org/wiki/Consensus_decision-making	
on				
new				
Ariane	B	Ariane_6	http://en.wikipedia.org/wiki/Ariane_6	http://aksw.org/notInWiki/Ariane6
6	I	Ariane_6	http://en.wikipedia.org/wiki/Ariane_6	http://aksw.org/notInWiki/Ariane6
rocket	B	rocket	http://en.wikipedia.org/wiki/Rocket	
’				
.				
				
The				
representatives				
of				
the				
20				
member				
countries	B	countries	http://en.wikipedia.org/wiki/Country	
of				
the				
European	B	European_Space_Agency	http://en.wikipedia.org/wiki/European_Space_Agency	http://aksw.org/notInWiki/EuropeanSpaceAgency
Space	I	European_Space_Agency	http://en.wikipedia.org/wiki/European_Space_Agency	http://aksw.org/notInWiki/EuropeanSpaceAgency
Agency	I	European_Space_Agency	http://en.wikipedia.org/wiki/European_Space_Agency	http://aksw.org/notInWiki/EuropeanSpaceAgency
have				
reached				
an				
agreement	B	agreement	http://en.wikipedia.org/wiki/Pact	
on				
the				
building				
of				
a				
new				
rocket	B	rocket	http://en.wikipedia.org/wiki/Rocket	
—				
Ariane	B	Ariane_6	http://en.wikipedia.org/wiki/Ariane_6	http://aksw.org/notInWiki/Ariane6
6	I	Ariane_6	http://en.wikipedia.org/wiki/Ariane_6	http://aksw.org/notInWiki/Ariane6
—				
after				
the				
union				
of				
Germany	B	Germany	http://en.wikipedia.org/wiki/Germany	http://dbpedia.org/resource/Germany
in				
Luxembourg	B	Luxembourg	http://en.wikipedia.org/wiki/Luxembourg	http://dbpedia.org/resource/Luxembourg
on				
2	B	2_December	http://en.wikipedia.org/wiki/December_2	
December	I	2_December	http://en.wikipedia.org/wiki/December_2	
,				
achieving				
“				
a				
progressive				
evolution	B	evolution	http://en.wikipedia.org/wiki/Evolution_(term)	
of				
Ariane	B	Ariane_5	http://en.wikipedia.org/wiki/Ariane_5	http://aksw.org/notInWiki/Ariane5
5	I	Ariane_5	http://en.wikipedia.org/wiki/Ariane_5	http://aksw.org/notInWiki/Ariane5
”				
,				
writes				
Le	B	Le_Monde	http://en.wikipedia.org/wiki/Le_Monde	http://dbpedia.org/resource/Le_Monde
Monde	I	Le_Monde	http://en.wikipedia.org/wiki/Le_Monde	http://dbpedia.org/resource/Le_Monde
.				
				
The				
French	B	French	http://en.wikipedia.org/wiki/France	http://dbpedia.org/resource/French_nationality_law
daily	B	daily	http://en.wikipedia.org/wiki/Newspaper	
points				
out				
that				
the				
programme				
was				
“				
put				
into				
orbit	B	orbit	http://en.wikipedia.org/wiki/Orbit	
”				
19				
years	B	years	http://en.wikipedia.org/wiki/Year	
after				
the				
Ariane	B	Ariane_5	http://en.wikipedia.org/wiki/Ariane_5	http://aksw.org/notInWiki/Ariane5
5	I	Ariane_5	http://en.wikipedia.org/wiki/Ariane_5	http://aksw.org/notInWiki/Ariane5
programme				
was				
launched				
in				
Rome	B	Rome	http://en.wikipedia.org/wiki/Rome	http://dbpedia.org/resource/Rome
.				
				
According				
to				
Le	B	Le_Monde	http://en.wikipedia.org/wiki/Le_Monde	http://dbpedia.org/resource/Le_Monde
Monde	I	Le_Monde	http://en.wikipedia.org/wiki/Le_Monde	http://dbpedia.org/resource/Le_Monde
,				
Europeans	B	Europeans	http://en.wikipedia.org/wiki/Europe	http://dbpedia.org/resource/Ethnic_groups_in_Europe
have				
to				
react				
swiftly				
if				
they				
don				
’				
t				
want				
to				
“				
lose				
their				
advantage				
on				
the				
market	B	market	http://en.wikipedia.org/wiki/Market_(economics)	
”				
.				
				
What				
’				
s				
ahead				
for				
Donald	B	Donald_Tusk	http://en.wikipedia.org/wiki/Donald_Tusk	http://dbpedia.org/resource/Donald_Tusk
Tusk	I	Donald_Tusk	http://en.wikipedia.org/wiki/Donald_Tusk	http://dbpedia.org/resource/Donald_Tusk
.				
				
As				
Donald	B	Donald_Tusk	http://en.wikipedia.org/wiki/Donald_Tusk	http://dbpedia.org/resource/Donald_Tusk
Tusk	I	Donald_Tusk	http://en.wikipedia.org/wiki/Donald_Tusk	http://dbpedia.org/resource/Donald_Tusk
starts				
his				
first				
term	B	term	http://en.wikipedia.org/wiki/Term_of_office	
as				
the				
president	B	president_of_the_European_Council	http://en.wikipedia.org/wiki/President_of_the_European_Council	
of	I	president_of_the_European_Council	http://en.wikipedia.org/wiki/President_of_the_European_Council	
the	I	president_of_the_European_Council	http://en.wikipedia.org/wiki/President_of_the_European_Council	
European	I	president_of_the_European_Council	http://en.wikipedia.org/wiki/President_of_the_European_Council	http://dbpedia.org/resource/European_Council
Council	I	president_of_the_European_Council	http://en.wikipedia.org/wiki/President_of_the_European_Council	http://dbpedia.org/resource/European_Council
,				
Gazeta	B	Gazeta_Wyborcza	http://en.wikipedia.org/wiki/Gazeta_Wyborcza	http://dbpedia.org/resource/Gazeta_Wyborcza
Wyborcza	I	Gazeta_Wyborcza	http://en.wikipedia.org/wiki/Gazeta_Wyborcza	http://dbpedia.org/resource/Gazeta_Wyborcza
singles				
out				
the				
most				
important				
challenges				
laying				
ahead				
of				
the				
former				
Polish	B	Polish_prime_minister	http://en.wikipedia.org/wiki/Prime_Minister_of_Poland	http://dbpedia.org/resource/Shoe_polish
prime	I	Polish_prime_minister	http://en.wikipedia.org/wiki/Prime_Minister_of_Poland	
minister	I	Polish_prime_minister	http://en.wikipedia.org/wiki/Prime_Minister_of_Poland	
.				
				
Now				
the				
most				
important				
task				
for				
the				
Union	B	Union	http://en.wikipedia.org/wiki/European_Union	http://dbpedia.org/resource/UNION_of_European_Practitioners_in_Intellectual_Property
and				
Tusk	B	Tusk	http://en.wikipedia.org/wiki/Donald_Tusk	http://dbpedia.org/resource/Donald_Tusk
alike				
is				
to				
keep				
a				
cohesive				
line	B	line	http://en.wikipedia.org/wiki/Line_(geometry)	
against				
an				
aggressive				
Russia	B	Russia	http://en.wikipedia.org/wiki/Russia	http://dbpedia.org/resource/Russia
’				
s				
policy	B	policy	http://en.wikipedia.org/wiki/Politics	
.				
				
[				
…				
]				
Fortunately				
,				
Berlin	B	Berlin	http://en.wikipedia.org/wiki/Berlin	http://dbpedia.org/resource/Berlin
is				
currently				
opposed				
to				
easing				
sanctions	B	sanctions	http://en.wikipedia.org/wiki/International_sanctions	
on				
Moscow	B	Moscow	http://en.wikipedia.org/wiki/Moscow	http://dbpedia.org/resource/Moscow
,				
which				
will				
make				
Tusk	B	Tusk	http://en.wikipedia.org/wiki/Donald_Tusk	http://dbpedia.org/resource/Donald_Tusk
’				
s				
work	B	work	http://en.wikipedia.org/wiki/Work_(project_management)	
easier				
.				
				
Another				
key				
issue				
to				
address				
is				
avoiding				
a				
“				
Brexit	B	Brexit	http://en.wikipedia.org/wiki/Brexit	http://dbpedia.org/resource/United_Kingdom_withdrawal_from_the_European_Union
”				
,				
which				
would				
“				
weaken				
Europe	B	Europe	http://en.wikipedia.org/wiki/Europe	http://dbpedia.org/resource/European_Council
geopolitically	B	geopolitically	http://en.wikipedia.org/wiki/Geopolitics	
and				
,				
in				
the				
long				
term	B	term	http://en.wikipedia.org/wiki/Term_(time)	
,				
also				
economically	B	economically	http://en.wikipedia.org/wiki/Economy	
”				
.				
				
It				
could				
also				
become				
a				
bad				
example				
for				
other				
EU	B	EU_members	http://en.wikipedia.org/wiki/Member_state_of_the_European_Union	http://dbpedia.org/resource/European_Union
members	I	EU_members	http://en.wikipedia.org/wiki/Member_state_of_the_European_Union	
and				
lead				
to				
“				
erosion				
of				
the				
achievements				
in				
European	B	European	http://en.wikipedia.org/wiki/Europe	http://dbpedia.org/resource/European_Council
integration	B	integration	http://en.wikipedia.org/wiki/Integration_clause	
”				
.				
				
Last				
but				
not				
least				
,				
Tusk	B	Tusk	http://en.wikipedia.org/wiki/Donald_Tusk	http://dbpedia.org/resource/Donald_Tusk
will				
have				
to				
secure				
a				
“				
robust				
economic	B	economic_growth	http://en.wikipedia.org/wiki/Economic_growth	
growth	I	economic_growth	http://en.wikipedia.org/wiki/Economic_growth	
to				
reduce				
unemployment	B	unemployment	http://en.wikipedia.org/wiki/Unemployment	
”				
.				
				
At				
the				
next				
EU	B	EU	http://en.wikipedia.org/wiki/European_Union	http://dbpedia.org/resource/European_Union
summits	B	summits	http://en.wikipedia.org/wiki/Summit_(meeting)	
,				
he				
will				
also				
have				
to				
defend				
the				
budgetary				
discipline	B	discipline	http://en.wikipedia.org/wiki/Discipline	
stipulated				
in				
the				
treaties	B	treaties	http://en.wikipedia.org/wiki/Treaty	
but				
currently				
undermined				
in				
France	B	France	http://en.wikipedia.org/wiki/France	http://dbpedia.org/resource/France
and				
Italy	B	Italy	http://en.wikipedia.org/wiki/Italy	http://dbpedia.org/resource/Italy
,				
which				
argue				
that				
austerity	B	austerity	http://en.wikipedia.org/wiki/Austerity	
measures				
stifle				
economic	B	economic_growth	http://en.wikipedia.org/wiki/Economic_growth	
growth	I	economic_growth	http://en.wikipedia.org/wiki/Economic_growth	
.				
				
As				
Gazeta	B	Gazeta_Wyborcza	http://en.wikipedia.org/wiki/Gazeta_Wyborcza	http://dbpedia.org/resource/Gazeta_Wyborcza
Wyborcza	I	Gazeta_Wyborcza	http://en.wikipedia.org/wiki/Gazeta_Wyborcza	http://dbpedia.org/resource/Gazeta_Wyborcza
points				
out				
,				
if				
Tusk	B	Tusk	http://en.wikipedia.org/wiki/Donald_Tusk	http://dbpedia.org/resource/Donald_Tusk
succeeds				
in				
all				
three				
areas				
—				
he				
might				
become				
,				
just				
like				
Van	B	Van_Rompuy	http://en.wikipedia.org/wiki/Herman_Van_Rompuy	http://dbpedia.org/resource/Herman_Van_Rompuy
Rompuy	I	Van_Rompuy	http://en.wikipedia.org/wiki/Herman_Van_Rompuy	http://dbpedia.org/resource/Herman_Van_Rompuy
,				
a				
midwife				
of				
key				
compromises	B	compromises	http://en.wikipedia.org/wiki/Compromise	
[				
in				
the				
EU	B	EU	http://en.wikipedia.org/wiki/European_Union	http://dbpedia.org/resource/European_Union
]				
.				
				
The				
silent				
revolution	B	revolution	http://en.wikipedia.org/wiki/Revolution	
of				
the				
TTIP	B	TTIP	http://en.wikipedia.org/wiki/Transatlantic_Trade_and_Investment_Partnership	http://aksw.org/notInWiki/TTIP
.				
				
“				
Organizations	B	Organizations	http://en.wikipedia.org/wiki/Organization	
are				
attacking				
the				
European	B	European_Commission	http://en.wikipedia.org/wiki/European_Commission	http://aksw.org/notInWiki/EuropeanCommission
Commission	I	European_Commission	http://en.wikipedia.org/wiki/European_Commission	http://aksw.org/notInWiki/EuropeanCommission
,				
which				
they				
accuse				
of				
stifling				
the				
voices	B	voices	http://en.wikipedia.org/wiki/Human_voice	
,				
and				
protesting				
the				
agreement	B	agreement	http://en.wikipedia.org/wiki/Consensus_decision-making	
with				
the				
United	B	United_States	http://en.wikipedia.org/wiki/United_States	http://dbpedia.org/resource/United_States
States	I	United_States	http://en.wikipedia.org/wiki/United_States	http://dbpedia.org/resource/United_States
,				
”				
reports				
i	B	i	http://en.wikipedia.org/wiki/I_(newspaper)	
.				
				
The				
Transatlantic	B	Transatlantic_Trade_and_Investment_Partnership	http://en.wikipedia.org/wiki/Transatlantic_Trade_and_Investment_Partnership	http://aksw.org/notInWiki/TransatlanticTradeandInvestmentPartnership
Trade	I	Transatlantic_Trade_and_Investment_Partnership	http://en.wikipedia.org/wiki/Transatlantic_Trade_and_Investment_Partnership	http://aksw.org/notInWiki/TransatlanticTradeandInvestmentPartnership
and	I	Transatlantic_Trade_and_Investment_Partnership	http://en.wikipedia.org/wiki/Transatlantic_Trade_and_Investment_Partnership	http://aksw.org/notInWiki/TransatlanticTradeandInvestmentPartnership
Investment	I	Transatlantic_Trade_and_Investment_Partnership	http://en.wikipedia.org/wiki/Transatlantic_Trade_and_Investment_Partnership	http://aksw.org/notInWiki/TransatlanticTradeandInvestmentPartnership
Partnership	I	Transatlantic_Trade_and_Investment_Partnership	http://en.wikipedia.org/wiki/Transatlantic_Trade_and_Investment_Partnership	http://aksw.org/notInWiki/TransatlanticTradeandInvestmentPartnership
(				
TTIP	B	TTIP	http://en.wikipedia.org/wiki/Transatlantic_Trade_and_Investment_Partnership	http://aksw.org/notInWiki/TTIP
in				
English	B	English	http://en.wikipedia.org/wiki/English_language	http://dbpedia.org/resource/English,_Indiana
)				
is				
a				
commercial	B	commercial	http://en.wikipedia.org/wiki/Commerce	
agreement	B	agreement	http://en.wikipedia.org/wiki/Pact	
under				
negotiation	B	negotiation	http://en.wikipedia.org/wiki/Negotiation	
between				
the				
EU	B	EU	http://en.wikipedia.org/wiki/European_Union	http://dbpedia.org/resource/European_Union
and				
the				
US	B	US	http://en.wikipedia.org/wiki/United_States	http://aksw.org/notInWiki/US
would				
“				
harmonise				
laws	B	laws	http://en.wikipedia.org/wiki/Law	
on				
both				
sides				
of				
the				
Atlantic	B	Atlantic_ocean	http://en.wikipedia.org/wiki/Atlantic_Ocean	http://dbpedia.org/resource/Atlantic_County,_New_Jersey
ocean	I	Atlantic_ocean	http://en.wikipedia.org/wiki/Atlantic_Ocean	
to				
allow				
major				
European	B	European	http://en.wikipedia.org/wiki/Europe	http://aksw.org/notInWiki/European
and				
American	B	American	http://en.wikipedia.org/wiki/United_States	http://dbpedia.org/resource/American_McGee
companies	B	companies	http://en.wikipedia.org/wiki/Company	
to				
invest				
and				
increase				
their				
profits	B	profits	http://en.wikipedia.org/wiki/Profit_(economics)	
on				
a				
larger				
market	B	market	http://en.wikipedia.org/wiki/Market_(economics)	
”				
,				
writes				
the				
paper	B	paper	http://en.wikipedia.org/wiki/Paper	
.				
				
Against				
the				
Brussels	B	Brussels	http://en.wikipedia.org/wiki/Brussels	http://dbpedia.org/resource/Brussels
blockade	B	blockade	http://en.wikipedia.org/wiki/Blockade	
,				
launched				
a				
petition	B	petition	http://en.wikipedia.org/wiki/Petition	
that				
has				
racked				
up				
more				
than				
850,000				
signatures	B	signatures	http://en.wikipedia.org/wiki/Signature	
against				
TTIP	B	TTIP	http://en.wikipedia.org/wiki/Transatlantic_Trade_and_Investment_Partnership	http://aksw.org/notInWiki/TTIP
in				
less				
than				
a				
month	B	month	http://en.wikipedia.org/wiki/Month	
.				
				
